field_1,file_name,city,subtype,uuid,reportRati,Confidence,Reliabilit,Location (,Location_1,pubmilis,roadTypeNu,Road Type,datetime,file_dt
7,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.27.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6592c92c-b867-3d8d-aa91-8b7203a86355,0,1,7,-76.277109999999993,36.847964000000005,1507928255883,6.000000000000000,Primary,2017-10-13 20:57:35.883,2017-10-13 17:27:01
8,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.27.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c8831f04-d00a-3f52-9ead-e68fd0b736f3,3,1,7,-76.277268999999990,36.848008000000000,1507929211938,6.000000000000000,Primary,2017-10-13 21:13:31.938,2017-10-13 17:27:01
9,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.27.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,f6513c51-1db2-3b34-be3e-ab0ee3b0f559,3,0,5,-76.277850000000001,36.846307000000003,1507929277160,6.000000000000000,Primary,2017-10-13 21:14:37.160,2017-10-13 17:27:01
11,/home/jeff/Documents/research/waze_proj/data/09.11.2017.13.27.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c520b127-da2a-3b89-8fde-02922a997f55,1,0,6,-76.276969999999992,36.848784000000002,1510251745296,6.000000000000000,Primary,2017-11-09 18:22:25.296,2017-11-09 13:27:01
45,/home/jeff/Documents/research/waze_proj/data/08.11.2017.11.53.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,163749e4-5648-3d20-9c9a-f534ca1285bd,1,0,5,-76.282252999999997,36.850127000000001,1510158590026,2.000000000000000,Primary Street,2017-11-08 16:29:50.026,2017-11-08 11:53:01
56,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.15.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6592c92c-b867-3d8d-aa91-8b7203a86355,0,0,5,-76.277109999999993,36.847964000000005,1507928255883,6.000000000000000,Primary,2017-10-13 20:57:35.883,2017-10-13 17:15:01
57,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.15.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c8831f04-d00a-3f52-9ead-e68fd0b736f3,3,0,6,-76.277268999999990,36.848008000000000,1507929211938,6.000000000000000,Primary,2017-10-13 21:13:31.938,2017-10-13 17:15:01
58,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.15.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,f6513c51-1db2-3b34-be3e-ab0ee3b0f559,3,0,5,-76.277850000000001,36.846307000000003,1507929277160,6.000000000000000,Primary,2017-10-13 21:14:37.160,2017-10-13 17:15:01
67,/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.45.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,bc79e9eb-ca57-3ab6-9231-4e73cf18769c,4,2,9,-76.277288999999996,36.847955999999996,1507925144470,6.000000000000000,Primary,2017-10-13 20:05:44.470,2017-10-13 16:45:01
80,/home/jeff/Documents/research/waze_proj/data/12.08.2017.11.07.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,dad6d256-a898-3922-be3b-a6a237497a2c,2,0,5,-76.273868999999991,36.854424000000002,1502549364179,6.000000000000000,Primary,2017-08-12 14:49:24.179,2017-08-12 11:07:01
87,/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.39.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,bc79e9eb-ca57-3ab6-9231-4e73cf18769c,4,2,9,-76.277288999999996,36.847955999999996,1507925144470,6.000000000000000,Primary,2017-10-13 20:05:44.470,2017-10-13 16:39:01
117,/home/jeff/Documents/research/waze_proj/data/08.11.2017.11.32.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,163749e4-5648-3d20-9c9a-f534ca1285bd,1,0,5,-76.282252999999997,36.850127000000001,1510158590026,2.000000000000000,Primary Street,2017-11-08 16:29:50.026,2017-11-08 11:32:01
127,/home/jeff/Documents/research/waze_proj/data/09.11.2017.13.38.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c520b127-da2a-3b89-8fde-02922a997f55,1,2,9,-76.276969999999992,36.848784000000002,1510251745296,6.000000000000000,Primary,2017-11-09 18:22:25.296,2017-11-09 13:38:01
153,/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.12.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,bc79e9eb-ca57-3ab6-9231-4e73cf18769c,4,0,6,-76.277288999999996,36.847955999999996,1507925144470,6.000000000000000,Primary,2017-10-13 20:05:44.470,2017-10-13 16:12:01
169,/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.47.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,bc79e9eb-ca57-3ab6-9231-4e73cf18769c,4,2,9,-76.277288999999996,36.847955999999996,1507925144470,6.000000000000000,Primary,2017-10-13 20:05:44.470,2017-10-13 16:47:01
170,/home/jeff/Documents/research/waze_proj/data/13.10.2017.18.37.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,cf9962ff-ff7f-350f-8f76-c26af02445bf,1,0,5,-76.278222999999997,36.845962000000000,1507934001037,7.000000000000000,Secondary,2017-10-13 22:33:21.037,2017-10-13 18:37:01
181,/home/jeff/Documents/research/waze_proj/data/08.11.2017.11.48.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,163749e4-5648-3d20-9c9a-f534ca1285bd,1,0,5,-76.282252999999997,36.850127000000001,1510158590026,2.000000000000000,Primary Street,2017-11-08 16:29:50.026,2017-11-08 11:48:01
194,/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.58.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6592c92c-b867-3d8d-aa91-8b7203a86355,0,0,5,-76.277109999999993,36.847964000000005,1507928255883,6.000000000000000,Primary,2017-10-13 20:57:35.883,2017-10-13 16:58:01
200,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.24.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6592c92c-b867-3d8d-aa91-8b7203a86355,0,0,6,-76.277109999999993,36.847964000000005,1507928255883,6.000000000000000,Primary,2017-10-13 20:57:35.883,2017-10-13 17:24:01
201,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.24.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c8831f04-d00a-3f52-9ead-e68fd0b736f3,3,0,6,-76.277268999999990,36.848008000000000,1507929211938,6.000000000000000,Primary,2017-10-13 21:13:31.938,2017-10-13 17:24:01
202,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.24.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,f6513c51-1db2-3b34-be3e-ab0ee3b0f559,3,0,5,-76.277850000000001,36.846307000000003,1507929277160,6.000000000000000,Primary,2017-10-13 21:14:37.160,2017-10-13 17:24:01
218,/home/jeff/Documents/research/waze_proj/data/08.11.2017.13.16.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6a818854-dde9-301d-80d8-86c33d6f4a6b,3,0,5,-76.277963000000000,36.846365000000006,1510163387541,6.000000000000000,Primary,2017-11-08 17:49:47.541,2017-11-08 13:16:01
262,/home/jeff/Documents/research/waze_proj/data/13.11.2017.08.57.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,8bea3dee-bc3a-3c8f-a5e7-48bc550f1684,3,0,5,-76.277890999999997,36.845496999999995,1510581067374,6.000000000000000,Primary,2017-11-13 13:51:07.374,2017-11-13 08:57:01
281,/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.36.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,bc79e9eb-ca57-3ab6-9231-4e73cf18769c,4,2,9,-76.277288999999996,36.847955999999996,1507925144470,6.000000000000000,Primary,2017-10-13 20:05:44.470,2017-10-13 16:36:01
288,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.26.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6592c92c-b867-3d8d-aa91-8b7203a86355,0,1,7,-76.277109999999993,36.847964000000005,1507928255883,6.000000000000000,Primary,2017-10-13 20:57:35.883,2017-10-13 17:26:01
289,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.26.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c8831f04-d00a-3f52-9ead-e68fd0b736f3,3,0,6,-76.277268999999990,36.848008000000000,1507929211938,6.000000000000000,Primary,2017-10-13 21:13:31.938,2017-10-13 17:26:01
290,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.26.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,f6513c51-1db2-3b34-be3e-ab0ee3b0f559,3,0,5,-76.277850000000001,36.846307000000003,1507929277160,6.000000000000000,Primary,2017-10-13 21:14:37.160,2017-10-13 17:26:01
322,/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.46.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,bc79e9eb-ca57-3ab6-9231-4e73cf18769c,4,2,9,-76.277288999999996,36.847955999999996,1507925144470,6.000000000000000,Primary,2017-10-13 20:05:44.470,2017-10-13 16:46:01
329,/home/jeff/Documents/research/waze_proj/data/13.10.2017.18.59.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,cf9962ff-ff7f-350f-8f76-c26af02445bf,1,0,5,-76.278222999999997,36.845962000000000,1507934001037,7.000000000000000,Secondary,2017-10-13 22:33:21.037,2017-10-13 18:59:01
347,/home/jeff/Documents/research/waze_proj/data/09.11.2017.13.40.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c520b127-da2a-3b89-8fde-02922a997f55,1,2,9,-76.276969999999992,36.848784000000002,1510251745296,6.000000000000000,Primary,2017-11-09 18:22:25.296,2017-11-09 13:40:01
368,/home/jeff/Documents/research/waze_proj/data/12.08.2017.11.05.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,dad6d256-a898-3922-be3b-a6a237497a2c,2,0,5,-76.273868999999991,36.854424000000002,1502549364179,6.000000000000000,Primary,2017-08-12 14:49:24.179,2017-08-12 11:05:01
396,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.00.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6592c92c-b867-3d8d-aa91-8b7203a86355,0,0,5,-76.277109999999993,36.847964000000005,1507928255883,6.000000000000000,Primary,2017-10-13 20:57:35.883,2017-10-13 17:00:01
409,/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.16.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,bc79e9eb-ca57-3ab6-9231-4e73cf18769c,4,0,6,-76.277288999999996,36.847955999999996,1507925144470,6.000000000000000,Primary,2017-10-13 20:05:44.470,2017-10-13 16:16:01
416,/home/jeff/Documents/research/waze_proj/data/12.08.2017.11.08.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,dad6d256-a898-3922-be3b-a6a237497a2c,2,0,5,-76.273868999999991,36.854424000000002,1502549364179,6.000000000000000,Primary,2017-08-12 14:49:24.179,2017-08-12 11:08:01
424,/home/jeff/Documents/research/waze_proj/data/13.11.2017.09.14.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,8bea3dee-bc3a-3c8f-a5e7-48bc550f1684,3,0,6,-76.277890999999997,36.845496999999995,1510581067374,6.000000000000000,Primary,2017-11-13 13:51:07.374,2017-11-13 09:14:01
432,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.28.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6592c92c-b867-3d8d-aa91-8b7203a86355,0,1,7,-76.277109999999993,36.847964000000005,1507928255883,6.000000000000000,Primary,2017-10-13 20:57:35.883,2017-10-13 17:28:01
433,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.28.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c8831f04-d00a-3f52-9ead-e68fd0b736f3,3,1,7,-76.277268999999990,36.848008000000000,1507929211938,6.000000000000000,Primary,2017-10-13 21:13:31.938,2017-10-13 17:28:01
434,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.28.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,f6513c51-1db2-3b34-be3e-ab0ee3b0f559,3,0,5,-76.277850000000001,36.846307000000003,1507929277160,6.000000000000000,Primary,2017-10-13 21:14:37.160,2017-10-13 17:28:01
467,/home/jeff/Documents/research/waze_proj/data/08.11.2017.13.15.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6a818854-dde9-301d-80d8-86c33d6f4a6b,3,0,5,-76.277963000000000,36.846365000000006,1510163387541,6.000000000000000,Primary,2017-11-08 17:49:47.541,2017-11-08 13:15:01
473,/home/jeff/Documents/research/waze_proj/data/08.11.2017.13.13.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6a818854-dde9-301d-80d8-86c33d6f4a6b,3,0,5,-76.277963000000000,36.846365000000006,1510163387541,6.000000000000000,Primary,2017-11-08 17:49:47.541,2017-11-08 13:13:01
497,/home/jeff/Documents/research/waze_proj/data/09.11.2017.13.23.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c520b127-da2a-3b89-8fde-02922a997f55,1,0,5,-76.276969999999992,36.848784000000002,1510251745296,6.000000000000000,Primary,2017-11-09 18:22:25.296,2017-11-09 13:23:01
545,/home/jeff/Documents/research/waze_proj/data/13.11.2017.09.00.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,8bea3dee-bc3a-3c8f-a5e7-48bc550f1684,3,0,5,-76.277890999999997,36.845496999999995,1510581067374,6.000000000000000,Primary,2017-11-13 13:51:07.374,2017-11-13 09:00:01
553,/home/jeff/Documents/research/waze_proj/data/08.11.2017.12.55.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6a818854-dde9-301d-80d8-86c33d6f4a6b,3,0,5,-76.277963000000000,36.846365000000006,1510163387541,6.000000000000000,Primary,2017-11-08 17:49:47.541,2017-11-08 12:55:01
563,/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.42.02.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,bc79e9eb-ca57-3ab6-9231-4e73cf18769c,4,2,9,-76.277288999999996,36.847955999999996,1507925144470,6.000000000000000,Primary,2017-10-13 20:05:44.470,2017-10-13 16:42:02
640,/home/jeff/Documents/research/waze_proj/data/13.10.2017.18.58.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,cf9962ff-ff7f-350f-8f76-c26af02445bf,1,0,5,-76.278222999999997,36.845962000000000,1507934001037,7.000000000000000,Secondary,2017-10-13 22:33:21.037,2017-10-13 18:58:01
680,/home/jeff/Documents/research/waze_proj/data/08.11.2017.11.50.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,163749e4-5648-3d20-9c9a-f534ca1285bd,1,0,5,-76.282252999999997,36.850127000000001,1510158590026,2.000000000000000,Primary Street,2017-11-08 16:29:50.026,2017-11-08 11:50:01
725,/home/jeff/Documents/research/waze_proj/data/12.08.2017.10.59.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,dad6d256-a898-3922-be3b-a6a237497a2c,2,0,5,-76.273868999999991,36.854424000000002,1502549364179,6.000000000000000,Primary,2017-08-12 14:49:24.179,2017-08-12 10:59:01
744,/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.07.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,bc79e9eb-ca57-3ab6-9231-4e73cf18769c,4,0,5,-76.277288999999996,36.847955999999996,1507925144470,6.000000000000000,Primary,2017-10-13 20:05:44.470,2017-10-13 16:07:01
771,/home/jeff/Documents/research/waze_proj/data/09.11.2017.13.49.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c520b127-da2a-3b89-8fde-02922a997f55,1,3,10,-76.276969999999992,36.848784000000002,1510251745296,6.000000000000000,Primary,2017-11-09 18:22:25.296,2017-11-09 13:49:01
824,/home/jeff/Documents/research/waze_proj/data/09.11.2017.13.39.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c520b127-da2a-3b89-8fde-02922a997f55,1,2,9,-76.276969999999992,36.848784000000002,1510251745296,6.000000000000000,Primary,2017-11-09 18:22:25.296,2017-11-09 13:39:01
825,/home/jeff/Documents/research/waze_proj/data/12.08.2017.11.12.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,dad6d256-a898-3922-be3b-a6a237497a2c,2,0,5,-76.273868999999991,36.854424000000002,1502549364179,6.000000000000000,Primary,2017-08-12 14:49:24.179,2017-08-12 11:12:01
860,/home/jeff/Documents/research/waze_proj/data/12.08.2017.10.52.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,dad6d256-a898-3922-be3b-a6a237497a2c,2,0,5,-76.273868999999991,36.854424000000002,1502549364179,6.000000000000000,Primary,2017-08-12 14:49:24.179,2017-08-12 10:52:01
912,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.36.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6592c92c-b867-3d8d-aa91-8b7203a86355,0,1,7,-76.277109999999993,36.847964000000005,1507928255883,6.000000000000000,Primary,2017-10-13 20:57:35.883,2017-10-13 17:36:01
913,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.36.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c8831f04-d00a-3f52-9ead-e68fd0b736f3,3,1,8,-76.277268999999990,36.848008000000000,1507929211938,6.000000000000000,Primary,2017-10-13 21:13:31.938,2017-10-13 17:36:01
914,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.36.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,f6513c51-1db2-3b34-be3e-ab0ee3b0f559,3,0,5,-76.277850000000001,36.846307000000003,1507929277160,6.000000000000000,Primary,2017-10-13 21:14:37.160,2017-10-13 17:36:01
963,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.17.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6592c92c-b867-3d8d-aa91-8b7203a86355,0,0,5,-76.277109999999993,36.847964000000005,1507928255883,6.000000000000000,Primary,2017-10-13 20:57:35.883,2017-10-13 17:17:01
964,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.17.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c8831f04-d00a-3f52-9ead-e68fd0b736f3,3,0,6,-76.277268999999990,36.848008000000000,1507929211938,6.000000000000000,Primary,2017-10-13 21:13:31.938,2017-10-13 17:17:01
965,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.17.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,f6513c51-1db2-3b34-be3e-ab0ee3b0f559,3,0,5,-76.277850000000001,36.846307000000003,1507929277160,6.000000000000000,Primary,2017-10-13 21:14:37.160,2017-10-13 17:17:01
975,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.35.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6592c92c-b867-3d8d-aa91-8b7203a86355,0,1,7,-76.277109999999993,36.847964000000005,1507928255883,6.000000000000000,Primary,2017-10-13 20:57:35.883,2017-10-13 17:35:01
976,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.35.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c8831f04-d00a-3f52-9ead-e68fd0b736f3,3,1,8,-76.277268999999990,36.848008000000000,1507929211938,6.000000000000000,Primary,2017-10-13 21:13:31.938,2017-10-13 17:35:01
977,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.35.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,f6513c51-1db2-3b34-be3e-ab0ee3b0f559,3,0,5,-76.277850000000001,36.846307000000003,1507929277160,6.000000000000000,Primary,2017-10-13 21:14:37.160,2017-10-13 17:35:01
984,/home/jeff/Documents/research/waze_proj/data/09.11.2017.13.50.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c520b127-da2a-3b89-8fde-02922a997f55,1,3,10,-76.276969999999992,36.848784000000002,1510251745296,6.000000000000000,Primary,2017-11-09 18:22:25.296,2017-11-09 13:50:01
1001,/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.06.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,bc79e9eb-ca57-3ab6-9231-4e73cf18769c,4,0,5,-76.277288999999996,36.847955999999996,1507925144470,6.000000000000000,Primary,2017-10-13 20:05:44.470,2017-10-13 16:06:01
1028,/home/jeff/Documents/research/waze_proj/data/08.11.2017.13.09.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6a818854-dde9-301d-80d8-86c33d6f4a6b,3,0,5,-76.277963000000000,36.846365000000006,1510163387541,6.000000000000000,Primary,2017-11-08 17:49:47.541,2017-11-08 13:09:01
1066,/home/jeff/Documents/research/waze_proj/data/13.11.2017.09.12.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,8bea3dee-bc3a-3c8f-a5e7-48bc550f1684,3,0,6,-76.277890999999997,36.845496999999995,1510581067374,6.000000000000000,Primary,2017-11-13 13:51:07.374,2017-11-13 09:12:01
