field_1,file_name,city,subtype,uuid,reportRati,Confidence,Reliabilit,Location (,Location_1,pubmilis,roadTypeNu,Road Type,datetime,file_dt
5597,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.45.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c8831f04-d00a-3f52-9ead-e68fd0b736f3,3,1,8,-76.277268999999990,36.848008000000000,1507929211938,6.000000000000000,Primary,2017-10-13 21:13:31.938,2017-10-13 17:45:01
5598,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.45.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,f6513c51-1db2-3b34-be3e-ab0ee3b0f559,3,0,5,-76.277850000000001,36.846307000000003,1507929277160,6.000000000000000,Primary,2017-10-13 21:14:37.160,2017-10-13 17:45:01
5617,/home/jeff/Documents/research/waze_proj/data/08.11.2017.11.34.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,163749e4-5648-3d20-9c9a-f534ca1285bd,1,0,5,-76.282252999999997,36.850127000000001,1510158590026,2.000000000000000,Primary Street,2017-11-08 16:29:50.026,2017-11-08 11:34:01
5620,/home/jeff/Documents/research/waze_proj/data/13.11.2017.09.01.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,8bea3dee-bc3a-3c8f-a5e7-48bc550f1684,3,0,5,-76.277890999999997,36.845496999999995,1510581067374,6.000000000000000,Primary,2017-11-13 13:51:07.374,2017-11-13 09:01:01
5623,/home/jeff/Documents/research/waze_proj/data/13.10.2017.18.40.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,cf9962ff-ff7f-350f-8f76-c26af02445bf,1,0,5,-76.278222999999997,36.845962000000000,1507934001037,7.000000000000000,Secondary,2017-10-13 22:33:21.037,2017-10-13 18:40:01
5637,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.39.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6592c92c-b867-3d8d-aa91-8b7203a86355,0,1,7,-76.277109999999993,36.847964000000005,1507928255883,6.000000000000000,Primary,2017-10-13 20:57:35.883,2017-10-13 17:39:01
5638,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.39.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c8831f04-d00a-3f52-9ead-e68fd0b736f3,3,1,8,-76.277268999999990,36.848008000000000,1507929211938,6.000000000000000,Primary,2017-10-13 21:13:31.938,2017-10-13 17:39:01
5639,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.39.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,f6513c51-1db2-3b34-be3e-ab0ee3b0f559,3,0,5,-76.277850000000001,36.846307000000003,1507929277160,6.000000000000000,Primary,2017-10-13 21:14:37.160,2017-10-13 17:39:01
5732,/home/jeff/Documents/research/waze_proj/data/09.11.2017.13.42.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c520b127-da2a-3b89-8fde-02922a997f55,1,2,9,-76.276969999999992,36.848784000000002,1510251745296,6.000000000000000,Primary,2017-11-09 18:22:25.296,2017-11-09 13:42:01
5746,/home/jeff/Documents/research/waze_proj/data/08.11.2017.13.05.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6a818854-dde9-301d-80d8-86c33d6f4a6b,3,0,5,-76.277963000000000,36.846365000000006,1510163387541,6.000000000000000,Primary,2017-11-08 17:49:47.541,2017-11-08 13:05:01
5789,/home/jeff/Documents/research/waze_proj/data/09.11.2017.13.36.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c520b127-da2a-3b89-8fde-02922a997f55,1,2,9,-76.276969999999992,36.848784000000002,1510251745296,6.000000000000000,Primary,2017-11-09 18:22:25.296,2017-11-09 13:36:01
5847,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.25.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6592c92c-b867-3d8d-aa91-8b7203a86355,0,0,6,-76.277109999999993,36.847964000000005,1507928255883,6.000000000000000,Primary,2017-10-13 20:57:35.883,2017-10-13 17:25:01
5848,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.25.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c8831f04-d00a-3f52-9ead-e68fd0b736f3,3,0,6,-76.277268999999990,36.848008000000000,1507929211938,6.000000000000000,Primary,2017-10-13 21:13:31.938,2017-10-13 17:25:01
5849,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.25.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,f6513c51-1db2-3b34-be3e-ab0ee3b0f559,3,0,5,-76.277850000000001,36.846307000000003,1507929277160,6.000000000000000,Primary,2017-10-13 21:14:37.160,2017-10-13 17:25:01
5866,/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.20.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,bc79e9eb-ca57-3ab6-9231-4e73cf18769c,4,0,6,-76.277288999999996,36.847955999999996,1507925144470,6.000000000000000,Primary,2017-10-13 20:05:44.470,2017-10-13 16:20:01
5890,/home/jeff/Documents/research/waze_proj/data/08.11.2017.11.36.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,163749e4-5648-3d20-9c9a-f534ca1285bd,1,0,5,-76.282252999999997,36.850127000000001,1510158590026,2.000000000000000,Primary Street,2017-11-08 16:29:50.026,2017-11-08 11:36:01
5926,/home/jeff/Documents/research/waze_proj/data/13.11.2017.08.54.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,8bea3dee-bc3a-3c8f-a5e7-48bc550f1684,3,0,5,-76.277890999999997,36.845496999999995,1510581067374,6.000000000000000,Primary,2017-11-13 13:51:07.374,2017-11-13 08:54:01
5950,/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.44.02.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,bc79e9eb-ca57-3ab6-9231-4e73cf18769c,4,2,9,-76.277288999999996,36.847955999999996,1507925144470,6.000000000000000,Primary,2017-10-13 20:05:44.470,2017-10-13 16:44:02
6014,/home/jeff/Documents/research/waze_proj/data/13.11.2017.08.55.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,8bea3dee-bc3a-3c8f-a5e7-48bc550f1684,3,0,5,-76.277890999999997,36.845496999999995,1510581067374,6.000000000000000,Primary,2017-11-13 13:51:07.374,2017-11-13 08:55:01
6097,/home/jeff/Documents/research/waze_proj/data/12.08.2017.11.02.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,dad6d256-a898-3922-be3b-a6a237497a2c,2,0,5,-76.273868999999991,36.854424000000002,1502549364179,6.000000000000000,Primary,2017-08-12 14:49:24.179,2017-08-12 11:02:01
6105,/home/jeff/Documents/research/waze_proj/data/09.11.2017.13.59.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c520b127-da2a-3b89-8fde-02922a997f55,1,3,10,-76.276969999999992,36.848784000000002,1510251745296,6.000000000000000,Primary,2017-11-09 18:22:25.296,2017-11-09 13:59:01
6182,/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.10.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,bc79e9eb-ca57-3ab6-9231-4e73cf18769c,4,0,5,-76.277288999999996,36.847955999999996,1507925144470,6.000000000000000,Primary,2017-10-13 20:05:44.470,2017-10-13 16:10:01
6252,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.22.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6592c92c-b867-3d8d-aa91-8b7203a86355,0,0,5,-76.277109999999993,36.847964000000005,1507928255883,6.000000000000000,Primary,2017-10-13 20:57:35.883,2017-10-13 17:22:01
6253,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.22.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c8831f04-d00a-3f52-9ead-e68fd0b736f3,3,0,6,-76.277268999999990,36.848008000000000,1507929211938,6.000000000000000,Primary,2017-10-13 21:13:31.938,2017-10-13 17:22:01
6254,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.22.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,f6513c51-1db2-3b34-be3e-ab0ee3b0f559,3,0,5,-76.277850000000001,36.846307000000003,1507929277160,6.000000000000000,Primary,2017-10-13 21:14:37.160,2017-10-13 17:22:01
6263,/home/jeff/Documents/research/waze_proj/data/13.10.2017.18.52.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,cf9962ff-ff7f-350f-8f76-c26af02445bf,1,0,5,-76.278222999999997,36.845962000000000,1507934001037,7.000000000000000,Secondary,2017-10-13 22:33:21.037,2017-10-13 18:52:01
6346,/home/jeff/Documents/research/waze_proj/data/08.11.2017.11.52.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,163749e4-5648-3d20-9c9a-f534ca1285bd,1,0,5,-76.282252999999997,36.850127000000001,1510158590026,2.000000000000000,Primary Street,2017-11-08 16:29:50.026,2017-11-08 11:52:01
6380,/home/jeff/Documents/research/waze_proj/data/13.10.2017.18.57.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,cf9962ff-ff7f-350f-8f76-c26af02445bf,1,0,5,-76.278222999999997,36.845962000000000,1507934001037,7.000000000000000,Secondary,2017-10-13 22:33:21.037,2017-10-13 18:57:01
6408,/home/jeff/Documents/research/waze_proj/data/13.10.2017.18.36.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,cf9962ff-ff7f-350f-8f76-c26af02445bf,1,0,5,-76.278222999999997,36.845962000000000,1507934001037,7.000000000000000,Secondary,2017-10-13 22:33:21.037,2017-10-13 18:36:01
6410,/home/jeff/Documents/research/waze_proj/data/12.08.2017.11.06.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,dad6d256-a898-3922-be3b-a6a237497a2c,2,0,5,-76.273868999999991,36.854424000000002,1502549364179,6.000000000000000,Primary,2017-08-12 14:49:24.179,2017-08-12 11:06:01
6430,/home/jeff/Documents/research/waze_proj/data/08.11.2017.12.56.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6a818854-dde9-301d-80d8-86c33d6f4a6b,3,0,5,-76.277963000000000,36.846365000000006,1510163387541,6.000000000000000,Primary,2017-11-08 17:49:47.541,2017-11-08 12:56:01
6437,/home/jeff/Documents/research/waze_proj/data/13.10.2017.18.48.02.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,cf9962ff-ff7f-350f-8f76-c26af02445bf,1,0,5,-76.278222999999997,36.845962000000000,1507934001037,7.000000000000000,Secondary,2017-10-13 22:33:21.037,2017-10-13 18:48:02
6446,/home/jeff/Documents/research/waze_proj/data/09.11.2017.13.57.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c520b127-da2a-3b89-8fde-02922a997f55,1,3,10,-76.276969999999992,36.848784000000002,1510251745296,6.000000000000000,Primary,2017-11-09 18:22:25.296,2017-11-09 13:57:01
6509,/home/jeff/Documents/research/waze_proj/data/13.11.2017.09.02.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,8bea3dee-bc3a-3c8f-a5e7-48bc550f1684,3,0,5,-76.277890999999997,36.845496999999995,1510581067374,6.000000000000000,Primary,2017-11-13 13:51:07.374,2017-11-13 09:02:01
6554,/home/jeff/Documents/research/waze_proj/data/09.11.2017.13.24.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c520b127-da2a-3b89-8fde-02922a997f55,1,0,5,-76.276969999999992,36.848784000000002,1510251745296,6.000000000000000,Primary,2017-11-09 18:22:25.296,2017-11-09 13:24:01
6563,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.13.02.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6592c92c-b867-3d8d-aa91-8b7203a86355,0,0,5,-76.277109999999993,36.847964000000005,1507928255883,6.000000000000000,Primary,2017-10-13 20:57:35.883,2017-10-13 17:13:02
6579,/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.22.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,bc79e9eb-ca57-3ab6-9231-4e73cf18769c,4,1,7,-76.277288999999996,36.847955999999996,1507925144470,6.000000000000000,Primary,2017-10-13 20:05:44.470,2017-10-13 16:22:01
6605,/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.32.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,bc79e9eb-ca57-3ab6-9231-4e73cf18769c,4,1,8,-76.277288999999996,36.847955999999996,1507925144470,6.000000000000000,Primary,2017-10-13 20:05:44.470,2017-10-13 16:32:01
6621,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.37.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6592c92c-b867-3d8d-aa91-8b7203a86355,0,1,7,-76.277109999999993,36.847964000000005,1507928255883,6.000000000000000,Primary,2017-10-13 20:57:35.883,2017-10-13 17:37:01
6622,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.37.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c8831f04-d00a-3f52-9ead-e68fd0b736f3,3,1,8,-76.277268999999990,36.848008000000000,1507929211938,6.000000000000000,Primary,2017-10-13 21:13:31.938,2017-10-13 17:37:01
6623,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.37.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,f6513c51-1db2-3b34-be3e-ab0ee3b0f559,3,0,5,-76.277850000000001,36.846307000000003,1507929277160,6.000000000000000,Primary,2017-10-13 21:14:37.160,2017-10-13 17:37:01
6626,/home/jeff/Documents/research/waze_proj/data/13.11.2017.09.03.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,8bea3dee-bc3a-3c8f-a5e7-48bc550f1684,3,0,5,-76.277890999999997,36.845496999999995,1510581067374,6.000000000000000,Primary,2017-11-13 13:51:07.374,2017-11-13 09:03:01
6697,/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.33.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,bc79e9eb-ca57-3ab6-9231-4e73cf18769c,4,1,8,-76.277288999999996,36.847955999999996,1507925144470,6.000000000000000,Primary,2017-10-13 20:05:44.470,2017-10-13 16:33:01
6743,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.42.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c8831f04-d00a-3f52-9ead-e68fd0b736f3,3,1,8,-76.277268999999990,36.848008000000000,1507929211938,6.000000000000000,Primary,2017-10-13 21:13:31.938,2017-10-13 17:42:01
6744,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.42.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,f6513c51-1db2-3b34-be3e-ab0ee3b0f559,3,0,5,-76.277850000000001,36.846307000000003,1507929277160,6.000000000000000,Primary,2017-10-13 21:14:37.160,2017-10-13 17:42:01
6749,/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.38.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,bc79e9eb-ca57-3ab6-9231-4e73cf18769c,4,2,9,-76.277288999999996,36.847955999999996,1507925144470,6.000000000000000,Primary,2017-10-13 20:05:44.470,2017-10-13 16:38:01
6842,/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.14.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,bc79e9eb-ca57-3ab6-9231-4e73cf18769c,4,0,6,-76.277288999999996,36.847955999999996,1507925144470,6.000000000000000,Primary,2017-10-13 20:05:44.470,2017-10-13 16:14:01
6962,/home/jeff/Documents/research/waze_proj/data/08.11.2017.11.56.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,163749e4-5648-3d20-9c9a-f534ca1285bd,1,0,5,-76.282252999999997,36.850127000000001,1510158590026,2.000000000000000,Primary Street,2017-11-08 16:29:50.026,2017-11-08 11:56:01
6981,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.40.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6592c92c-b867-3d8d-aa91-8b7203a86355,0,1,7,-76.277109999999993,36.847964000000005,1507928255883,6.000000000000000,Primary,2017-10-13 20:57:35.883,2017-10-13 17:40:01
6982,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.40.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c8831f04-d00a-3f52-9ead-e68fd0b736f3,3,1,8,-76.277268999999990,36.848008000000000,1507929211938,6.000000000000000,Primary,2017-10-13 21:13:31.938,2017-10-13 17:40:01
6983,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.40.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,f6513c51-1db2-3b34-be3e-ab0ee3b0f559,3,0,5,-76.277850000000001,36.846307000000003,1507929277160,6.000000000000000,Primary,2017-10-13 21:14:37.160,2017-10-13 17:40:01
7045,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.09.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6592c92c-b867-3d8d-aa91-8b7203a86355,0,0,5,-76.277109999999993,36.847964000000005,1507928255883,6.000000000000000,Primary,2017-10-13 20:57:35.883,2017-10-13 17:09:01
7053,/home/jeff/Documents/research/waze_proj/data/08.11.2017.12.50.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6a818854-dde9-301d-80d8-86c33d6f4a6b,3,0,5,-76.277963000000000,36.846365000000006,1510163387541,6.000000000000000,Primary,2017-11-08 17:49:47.541,2017-11-08 12:50:01
7065,/home/jeff/Documents/research/waze_proj/data/13.10.2017.18.47.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,cf9962ff-ff7f-350f-8f76-c26af02445bf,1,0,5,-76.278222999999997,36.845962000000000,1507934001037,7.000000000000000,Secondary,2017-10-13 22:33:21.037,2017-10-13 18:47:01
7070,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.21.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6592c92c-b867-3d8d-aa91-8b7203a86355,0,0,5,-76.277109999999993,36.847964000000005,1507928255883,6.000000000000000,Primary,2017-10-13 20:57:35.883,2017-10-13 17:21:01
7071,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.21.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c8831f04-d00a-3f52-9ead-e68fd0b736f3,3,0,6,-76.277268999999990,36.848008000000000,1507929211938,6.000000000000000,Primary,2017-10-13 21:13:31.938,2017-10-13 17:21:01
7072,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.21.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,f6513c51-1db2-3b34-be3e-ab0ee3b0f559,3,0,5,-76.277850000000001,36.846307000000003,1507929277160,6.000000000000000,Primary,2017-10-13 21:14:37.160,2017-10-13 17:21:01
7098,/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.21.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,bc79e9eb-ca57-3ab6-9231-4e73cf18769c,4,0,6,-76.277288999999996,36.847955999999996,1507925144470,6.000000000000000,Primary,2017-10-13 20:05:44.470,2017-10-13 16:21:01
7162,/home/jeff/Documents/research/waze_proj/data/08.11.2017.13.17.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6a818854-dde9-301d-80d8-86c33d6f4a6b,3,0,5,-76.277963000000000,36.846365000000006,1510163387541,6.000000000000000,Primary,2017-11-08 17:49:47.541,2017-11-08 13:17:01
7167,/home/jeff/Documents/research/waze_proj/data/09.11.2017.13.26.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c520b127-da2a-3b89-8fde-02922a997f55,1,0,6,-76.276969999999992,36.848784000000002,1510251745296,6.000000000000000,Primary,2017-11-09 18:22:25.296,2017-11-09 13:26:01
7208,/home/jeff/Documents/research/waze_proj/data/13.10.2017.19.01.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,cf9962ff-ff7f-350f-8f76-c26af02445bf,1,0,5,-76.278222999999997,36.845962000000000,1507934001037,7.000000000000000,Secondary,2017-10-13 22:33:21.037,2017-10-13 19:01:01
7226,/home/jeff/Documents/research/waze_proj/data/13.10.2017.18.38.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,cf9962ff-ff7f-350f-8f76-c26af02445bf,1,0,5,-76.278222999999997,36.845962000000000,1507934001037,7.000000000000000,Secondary,2017-10-13 22:33:21.037,2017-10-13 18:38:01
7231,/home/jeff/Documents/research/waze_proj/data/08.11.2017.11.39.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,163749e4-5648-3d20-9c9a-f534ca1285bd,1,0,5,-76.282252999999997,36.850127000000001,1510158590026,2.000000000000000,Primary Street,2017-11-08 16:29:50.026,2017-11-08 11:39:01
7272,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.46.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c8831f04-d00a-3f52-9ead-e68fd0b736f3,3,1,8,-76.277268999999990,36.848008000000000,1507929211938,6.000000000000000,Primary,2017-10-13 21:13:31.938,2017-10-13 17:46:01
7274,/home/jeff/Documents/research/waze_proj/data/08.11.2017.11.30.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,163749e4-5648-3d20-9c9a-f534ca1285bd,1,0,5,-76.282252999999997,36.850127000000001,1510158590026,2.000000000000000,Primary Street,2017-11-08 16:29:50.026,2017-11-08 11:30:01
7329,/home/jeff/Documents/research/waze_proj/data/08.11.2017.11.35.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,163749e4-5648-3d20-9c9a-f534ca1285bd,1,0,5,-76.282252999999997,36.850127000000001,1510158590026,2.000000000000000,Primary Street,2017-11-08 16:29:50.026,2017-11-08 11:35:01
7351,/home/jeff/Documents/research/waze_proj/data/08.11.2017.12.54.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6a818854-dde9-301d-80d8-86c33d6f4a6b,3,0,5,-76.277963000000000,36.846365000000006,1510163387541,6.000000000000000,Primary,2017-11-08 17:49:47.541,2017-11-08 12:54:01
